,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
39427,39428,0.41,Premium,F,VS1,62.6,58.0,1076,4.75,4.74,2.97
12408,12409,1.02,Ideal,D,SI2,62.0,58.0,5235,6.4,6.51,4.0
7484,7485,1.02,Ideal,F,SI2,62.1,56.0,4238,6.44,6.41,3.99
34556,34557,0.4,Premium,G,SI1,59.4,60.0,870,4.85,4.82,2.87
43213,43214,0.57,Ideal,F,SI1,61.6,56.0,1397,5.36,5.33,3.29
12433,12434,0.9,Very Good,F,VS1,60.7,57.0,5242,6.16,6.23,3.76
34795,34796,0.4,Ideal,G,VS1,62.2,56.0,877,4.72,4.74,2.94
15862,15863,1.2,Good,D,SI2,62.2,65.0,6344,6.75,6.7,4.18
29167,29168,0.4,Very Good,E,VS2,63.0,59.0,693,4.66,4.68,2.94
26805,26806,1.51,Ideal,D,VS1,63.0,53.4,16688,7.28,7.3,4.6
20899,20900,1.53,Ideal,I,VS2,62.1,55.0,9116,7.43,7.35,4.59
17000,17001,1.01,Ideal,F,VS2,60.9,57.0,6787,6.48,6.45,3.94
12795,12796,0.9,Ideal,E,VS1,61.3,57.0,5335,6.2,6.24,3.81
20988,20989,1.16,Very Good,G,VVS2,61.6,58.0,9205,6.67,6.73,4.13
13574,13575,1.01,Very Good,E,SI1,60.0,60.0,5556,6.45,6.49,3.88
47175,47176,0.51,Ideal,F,VS1,62.5,55.0,1836,5.13,5.08,3.19
18356,18357,1.0,Good,G,VVS1,58.4,60.0,7467,6.55,6.61,3.84
1523,1524,1.01,Fair,J,VVS2,66.0,56.0,2998,6.29,6.22,4.13
36095,36096,0.32,Ideal,F,VVS1,61.7,56.0,926,4.4,4.42,2.72
7757,7758,1.13,Very Good,F,SI2,62.3,59.0,4282,6.65,6.68,4.15
22169,22170,1.12,Premium,F,VVS2,62.4,59.0,10211,6.66,6.58,4.13
46243,46244,0.53,Ideal,F,VS2,61.5,55.0,1753,5.27,5.2,3.22
16118,16119,1.3,Ideal,F,SI2,62.2,56.0,6442,6.96,7.0,4.34
3778,3779,1.01,Premium,G,SI2,61.5,58.0,3461,6.51,6.44,3.98
15289,15290,1.66,Ideal,F,I1,62.1,58.0,6135,7.6,7.56,4.71
1547,1548,0.71,Premium,D,VS2,62.1,60.0,3002,5.68,5.72,3.54
31593,31594,0.2,Premium,E,VS2,61.1,59.0,367,3.81,3.78,2.32
44250,44251,0.51,Ideal,D,SI1,61.8,55.0,1574,5.15,5.11,3.17
18334,18335,1.04,Ideal,F,VS2,62.0,55.0,7459,6.47,6.52,4.03
49066,49067,0.7,Ideal,E,SI1,61.8,57.0,2058,5.71,5.68,3.52
38954,38955,0.31,Very Good,H,VS2,61.9,58.0,489,4.37,4.39,2.71
3246,3247,0.96,Premium,G,SI1,62.0,57.0,3355,6.34,6.31,3.92
45854,45855,0.54,Premium,D,SI1,62.3,60.0,1715,5.22,5.18,3.24
27667,27668,2.01,Ideal,D,SI2,62.1,56.0,18674,8.02,8.11,5.01
18009,18010,1.22,Premium,H,VS1,58.9,59.0,7283,7.02,6.96,4.12
36602,36603,0.32,Ideal,D,SI2,62.6,56.0,477,4.38,4.4,2.75
52454,52455,0.7,Ideal,F,SI1,62.7,57.0,2515,5.66,5.7,3.56
30021,30022,0.41,Very Good,D,SI1,63.0,56.0,717,4.75,4.8,3.01
13320,13321,1.25,Premium,J,VS1,62.0,58.0,5500,6.89,6.92,4.28
49616,49617,0.72,Ideal,J,VVS1,62.4,58.0,2139,5.71,5.76,3.58
51436,51437,0.74,Ideal,I,VS2,61.9,57.0,2374,5.83,5.81,3.6
7603,7604,0.92,Ideal,E,SI1,61.4,54.6,4258,6.25,6.29,3.85
2798,2799,0.76,Very Good,E,SI1,60.4,58.0,3261,5.91,5.97,3.59
39916,39917,0.45,Ideal,G,VVS2,61.8,57.0,1105,4.9,4.94,3.04
43792,43793,0.58,Very Good,F,SI1,59.4,58.0,1442,5.45,5.5,3.25
31788,31789,0.42,Ideal,E,SI1,61.3,57.0,773,4.79,4.81,2.94
31674,31675,0.26,Ideal,F,VVS2,62.5,56.0,769,4.12,4.1,2.57
24488,24489,2.01,Ideal,H,SI2,62.3,57.0,12762,8.1,8.04,5.03
6124,6125,0.9,Premium,G,SI1,62.2,60.0,3984,6.14,6.07,3.8
16818,16819,1.21,Premium,H,VS2,58.8,59.0,6708,7.01,6.98,4.11
880,881,0.9,Fair,I,SI1,65.7,58.0,2873,6.03,6.0,3.95
20336,20337,1.25,Premium,G,VS1,60.0,61.0,8736,7.03,6.92,4.23
20745,20746,1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18
47871,47872,0.52,Ideal,G,VVS2,61.7,56.0,1911,5.14,5.16,3.18
13532,13533,1.12,Ideal,E,SI2,62.0,57.0,5546,6.61,6.63,4.11
51644,51645,0.31,Premium,G,VS2,62.2,59.0,544,4.3,4.35,2.69
51055,51056,0.7,Premium,H,SI1,60.0,60.0,2331,5.79,5.72,3.5
8856,8857,1.0,Premium,F,SI2,61.6,58.0,4480,6.44,6.35,3.94
52729,52730,0.7,Very Good,H,VVS2,62.5,55.0,2558,5.65,5.68,3.54
16872,16873,1.02,Ideal,E,VS2,62.7,56.0,6732,6.38,6.44,4.02
24626,24627,1.52,Ideal,G,VS2,61.1,57.0,12958,7.45,7.39,4.53
53364,53365,0.77,Premium,G,SI1,62.7,57.0,2657,5.85,5.79,3.65
36387,36388,0.43,Ideal,G,VS1,61.2,57.0,941,4.88,4.83,2.97
41452,41453,0.4,Ideal,G,IF,61.1,58.0,1229,4.72,4.74,2.89
2805,2806,0.75,Ideal,E,VS2,62.4,57.0,3263,5.76,5.81,3.61
8356,8357,1.02,Fair,D,SI1,70.6,57.0,4398,6.08,6.01,4.27
17021,17022,1.01,Ideal,F,VS2,60.3,56.0,6794,6.56,6.5,3.94
49029,49030,0.51,Very Good,F,VVS2,60.8,56.0,2054,5.18,5.21,3.16
5425,5426,1.06,Premium,J,SI2,62.0,58.0,3823,6.53,6.45,4.04
15948,15949,1.13,Premium,G,VS2,62.7,57.0,6379,6.67,6.61,4.16
8008,8009,0.9,Very Good,H,VS1,62.5,58.0,4328,6.08,6.14,3.82
8453,8454,1.0,Very Good,G,SI1,62.6,57.0,4413,6.31,6.37,3.97
10579,10580,1.16,Premium,F,SI2,61.2,61.0,4820,6.77,6.74,4.14
44218,44219,0.57,Premium,F,SI1,60.7,58.0,1571,5.36,5.32,3.24
47075,47076,0.52,Very Good,D,VS2,60.6,56.0,1822,5.22,5.25,3.17
15967,15968,1.0,Good,F,VS1,64.2,60.0,6389,6.18,6.28,4.0
33022,33023,0.3,Ideal,D,VVS2,62.0,53.0,814,4.33,4.35,2.69
17859,17860,2.0,Ideal,H,I1,62.5,57.0,7204,8.05,7.98,5.01
28741,28742,0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62
45658,45659,0.25,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54
1612,1613,0.72,Ideal,E,SI1,61.0,57.0,3012,5.77,5.8,3.53
32892,32893,0.36,Ideal,E,SI1,62.1,56.0,810,4.59,4.56,2.84
18985,18986,1.01,Ideal,G,VS2,62.1,59.0,7814,6.39,6.43,3.98
1706,1707,0.74,Premium,D,SI1,62.4,59.0,3036,5.73,5.8,3.6
36691,36692,0.45,Fair,E,VS2,65.8,58.0,951,4.81,4.74,3.14
51308,51309,0.31,Premium,E,SI1,62.6,60.0,544,4.31,4.35,2.71
44871,44872,0.55,Very Good,E,VS2,61.7,59.0,1629,5.2,5.27,3.23
30277,30278,0.3,Very Good,D,SI2,61.2,60.0,447,4.28,4.31,2.63
28663,28664,0.31,Ideal,G,VVS2,61.2,54.0,677,4.38,4.41,2.69
22683,22684,0.4,Ideal,E,SI2,61.3,56.0,629,4.75,4.78,2.92
30599,30600,0.31,Premium,D,VS2,61.7,59.0,734,4.31,4.34,2.67
11714,11715,0.34,Ideal,G,VS2,62.0,55.0,596,4.46,4.48,2.77
32829,32830,0.33,Ideal,G,VVS1,60.9,56.7,806,4.47,4.49,2.73
52937,52938,0.7,Very Good,E,SI1,63.5,58.0,2592,5.65,5.62,3.58
9970,9971,1.0,Good,H,SI1,63.7,60.0,4702,6.3,6.33,4.02
35848,35849,0.31,Ideal,F,VVS2,61.5,56.0,917,4.35,4.37,2.68
40869,40870,0.55,Premium,F,SI2,60.6,58.0,1175,5.28,5.31,3.21
28420,28421,0.43,Good,E,SI2,63.4,57.0,669,4.77,4.82,3.04
21565,21566,1.77,Premium,G,SI2,62.7,59.0,9664,7.67,7.66,4.8
30675,30676,0.4,Premium,E,SI1,61.3,59.0,737,4.69,4.74,2.89
34216,34217,0.4,Ideal,G,SI1,61.0,55.0,855,4.76,4.81,2.92
38271,38272,0.32,Ideal,J,SI1,61.8,54.9,384,4.39,4.42,2.72
17766,17767,1.22,Premium,F,VS2,63.0,60.0,7154,6.85,6.74,4.28
12284,12285,1.01,Ideal,F,SI1,59.9,60.0,5215,6.59,6.53,3.93
11602,11603,1.04,Good,F,SI1,63.4,59.0,5045,6.4,6.44,4.07
38387,38388,0.42,Ideal,E,VS2,62.4,55.0,1024,4.8,4.79,2.99
7221,7222,0.89,Ideal,D,SI2,60.8,56.0,4192,6.22,6.25,3.79
51254,51255,0.7,Premium,D,SI1,61.8,59.0,2355,5.64,5.6,3.47
34431,34432,0.3,Ideal,G,IF,62.5,54.0,863,4.31,4.33,2.7
8604,8605,1.01,Premium,G,SI2,62.4,58.0,4442,6.41,6.38,3.99
28603,28604,0.3,Premium,E,SI1,59.8,60.0,675,4.35,4.31,2.59
18628,18629,1.02,Good,E,VS1,63.9,56.0,7602,6.33,6.38,4.06
20166,20167,1.5,Very Good,J,VVS2,62.9,58.0,8622,7.25,7.31,4.58
18357,18358,1.51,Fair,E,SI1,67.2,53.0,7468,7.15,7.1,4.79
52352,52353,0.51,Very Good,E,VVS1,59.9,57.0,2501,5.22,5.24,3.14
41965,41966,0.23,Very Good,E,VVS2,61.1,59.0,505,3.94,3.98,2.42
23468,23469,1.5,Premium,H,VS2,61.8,59.0,11464,7.35,7.3,4.53
14461,14462,1.08,Premium,F,SI1,61.3,57.0,5836,6.63,6.58,4.05
12962,12963,1.0,Very Good,D,SI1,62.1,61.0,5390,6.3,6.32,3.92
28497,28498,0.3,Ideal,F,VS1,62.4,56.0,673,4.3,4.32,2.68
20197,20198,1.0,Very Good,E,VVS2,61.0,62.0,8638,6.4,6.46,3.92
29314,29315,0.31,Ideal,H,VS1,62.0,54.0,698,4.39,4.35,2.71
49876,49877,0.7,Premium,H,SI1,60.9,62.0,2176,5.72,5.67,3.47
38487,38488,0.42,Very Good,F,VS1,59.9,61.0,1031,4.84,4.88,2.91
13564,13565,1.16,Ideal,H,SI1,62.2,55.0,5554,6.79,6.74,4.21
39848,39849,0.38,Ideal,E,VVS2,62.2,56.0,1100,4.58,4.65,2.87
34286,34287,0.26,Very Good,H,VVS2,62.4,58.0,468,4.04,4.07,2.53
43449,43450,0.5,Premium,E,SI1,61.5,62.0,1415,5.09,5.06,3.12
45670,45671,0.52,Ideal,E,VS2,61.3,57.0,1694,5.22,5.19,3.19
31928,31929,0.3,Premium,G,VS1,62.4,58.0,776,4.24,4.22,2.64
8000,8001,1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91
29484,29485,0.4,Very Good,G,SI1,62.8,60.0,702,4.66,4.7,2.94
41299,41300,0.38,Ideal,E,VS1,62.2,54.0,1211,4.65,4.63,2.89
51023,51024,0.74,Premium,F,SI2,59.6,58.0,2328,5.91,5.87,3.51
19372,19373,0.27,Ideal,E,VVS1,62.3,56.0,622,4.15,4.17,2.59
10493,10494,1.02,Premium,H,SI2,62.6,58.0,4798,6.44,6.4,4.02
28686,28687,0.36,Ideal,G,VS1,62.3,57.0,678,4.55,4.57,2.84
51287,51288,0.71,Ideal,H,SI2,62.2,55.0,2360,5.72,5.7,3.55
50420,50421,0.55,Ideal,F,VVS2,60.7,56.0,2259,5.31,5.34,3.23
15658,15659,1.05,Ideal,I,VS2,62.2,55.8,6279,6.49,6.52,4.04
24547,24548,2.02,Ideal,J,VS2,62.0,56.0,12832,8.06,8.13,5.02
6883,6884,1.09,Ideal,J,VS2,61.3,57.0,4131,6.63,6.61,4.06
18789,18790,1.53,Premium,F,SI2,60.9,60.0,7685,7.5,7.37,4.53
8371,8372,0.31,Good,F,VS2,63.7,59.0,583,4.26,4.31,2.73
18139,18140,1.37,Ideal,I,VS2,61.5,55.0,7346,7.18,7.2,4.42
53696,53697,0.7,Premium,H,VVS2,59.6,59.0,2717,5.83,5.78,3.46
24291,24292,1.06,Ideal,F,IF,61.9,55.0,12539,6.54,6.57,4.06
45914,45915,0.53,Ideal,E,VS2,60.0,57.0,1721,5.24,5.3,3.16
14641,14642,1.33,Very Good,J,VS2,63.9,57.0,5913,6.91,6.96,4.43
576,577,0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,5.87,3.7
40176,40177,0.43,Ideal,G,VVS1,61.5,56.0,1118,4.87,4.89,3.0
2924,2925,0.73,Very Good,G,VVS2,61.4,58.0,3288,5.83,5.86,3.59
50614,50615,0.27,Very Good,G,VS1,58.8,57.0,399,4.25,4.36,2.53
40792,40793,0.31,Ideal,F,IF,61.4,56.0,1168,4.4,4.43,2.71
26796,26797,2.24,Premium,H,SI2,61.4,57.0,16656,8.43,8.35,5.15
2411,2412,1.5,Good,G,I1,57.4,62.0,3179,7.56,7.39,4.29
34543,34544,0.43,Very Good,E,VS2,62.2,58.0,869,4.81,4.87,3.01
43107,43108,0.54,Ideal,F,SI1,62.1,57.0,1385,5.22,5.24,3.25
52978,52979,0.3,Premium,D,SI1,59.7,59.0,552,4.34,4.37,2.6
36329,36330,0.32,Ideal,G,VVS2,61.5,57.0,936,4.43,4.39,2.71
41155,41156,0.4,Ideal,G,IF,61.2,56.0,1199,4.74,4.77,2.91
2947,2948,0.76,Ideal,D,VS2,60.2,56.0,3293,5.95,5.92,3.57
25870,25871,1.8,Ideal,I,VS1,62.4,54.0,14959,7.77,7.8,4.86
5601,5602,1.01,Good,G,SI1,62.2,65.0,3871,6.34,6.3,3.93
43868,43869,0.53,Ideal,H,VS1,62.3,54.0,1449,5.18,5.22,3.24
47807,47808,0.57,Very Good,F,VVS2,63.2,56.0,1902,5.28,5.32,3.35
22591,22592,1.56,Ideal,H,SI1,60.4,59.0,10642,7.5,7.53,4.54
53922,53923,0.7,Very Good,D,VS1,63.1,59.0,2755,5.67,5.58,3.55
25678,25679,2.04,Premium,I,SI2,59.8,59.0,14605,8.3,8.23,4.94
5161,5162,0.9,Very Good,F,SI2,61.4,62.0,3770,6.11,6.2,3.78
25581,25582,1.52,Premium,G,VS1,61.2,60.0,14424,7.4,7.37,4.52
36627,36628,0.24,Very Good,D,VVS2,61.5,58.0,478,3.96,3.98,2.44
11040,11041,0.33,Premium,E,SI2,59.7,58.0,594,4.53,4.48,2.69
11289,11290,1.01,Good,D,SI1,62.9,57.0,4977,6.34,6.37,4.0
33048,33049,0.3,Ideal,F,VVS1,62.6,55.0,814,4.28,4.31,2.69
38145,38146,0.3,Very Good,G,VVS1,63.5,57.0,1013,4.27,4.24,2.7
5599,5600,0.85,Very Good,E,VS2,60.2,60.0,3871,6.09,6.14,3.68
18918,18919,1.38,Ideal,F,SI2,62.0,58.0,7767,7.12,7.17,4.43
53816,53817,0.71,Premium,E,VS2,62.1,59.0,2735,5.72,5.68,3.54
49518,49519,0.71,Ideal,H,SI2,61.5,56.0,2122,5.71,5.74,3.52
14275,14276,1.2,Premium,E,SI2,60.4,58.0,5779,6.95,6.89,4.18
47050,47051,0.53,Very Good,F,VS1,61.5,59.0,1821,5.19,5.22,3.2
3183,3184,0.74,Ideal,F,VS1,62.0,54.8,3340,5.81,5.83,3.61
43344,43345,0.51,Good,F,SI1,64.2,59.0,1406,5.04,5.02,3.23
22979,22980,1.02,Ideal,E,VVS1,61.4,57.0,11028,6.39,6.47,3.95
4852,4853,0.71,Ideal,F,VS1,61.3,56.0,3710,5.69,5.75,3.51
28696,28697,0.4,Ideal,E,SI2,61.8,55.2,679,4.75,4.77,2.94
45281,45282,0.55,Ideal,G,VS2,61.4,56.3,1662,5.26,5.29,3.24
12438,12439,1.0,Fair,H,VS1,64.6,59.0,5242,6.3,6.26,4.06
4164,4165,0.9,Very Good,F,SI2,60.8,55.0,3552,6.25,6.28,3.81
38012,38013,0.44,Good,D,VS2,63.6,56.0,1009,4.81,4.84,3.07
43381,43382,0.5,Good,G,VS2,63.2,57.0,1410,4.99,5.04,3.17
17944,17945,1.03,Good,E,VS1,63.3,59.0,7251,6.4,6.45,4.07
10535,10536,1.0,Very Good,E,SI1,63.4,58.0,4805,6.29,6.26,3.98
25487,25488,1.56,Premium,G,VS1,60.9,58.0,14268,7.53,7.49,4.57
39221,39222,0.38,Ideal,D,SI1,62.2,54.0,1066,4.69,4.65,2.9
14491,14492,1.0,Fair,G,VS1,58.7,67.0,5853,6.47,6.45,3.79
4200,4201,1.01,Premium,J,SI2,61.7,58.0,3563,6.44,6.4,3.96
15992,15993,1.25,Very Good,G,SI2,61.4,59.0,6399,6.97,6.93,4.27
43711,43712,0.59,Ideal,G,SI1,61.5,57.0,1437,5.36,5.4,3.31
33390,33391,0.31,Ideal,D,VVS2,61.5,56.0,828,4.39,4.43,2.71
21680,21681,1.5,Very Good,D,SI2,63.1,56.0,9783,7.17,7.28,4.56
23921,23922,2.01,Premium,J,SI2,60.8,58.0,12048,8.19,8.13,4.96
52382,52383,0.62,Ideal,G,VVS2,62.6,57.0,2507,5.42,5.47,3.41
11068,11069,0.34,Ideal,H,VS1,62.7,57.0,596,4.45,4.48,2.8
8228,8229,1.0,Good,F,SI1,64.0,57.0,4372,6.29,6.33,4.04
10274,10275,1.07,Ideal,G,SI2,62.1,55.0,4752,6.54,6.61,4.08
47656,47657,0.34,Ideal,D,I1,62.5,57.0,530,4.49,4.47,2.8
47196,47197,0.51,Very Good,D,VS1,63.1,58.0,1838,5.05,5.1,3.2
45554,45555,0.51,Ideal,D,SI1,62.8,56.0,1687,5.09,5.07,3.19
51185,51186,0.7,Premium,D,SI2,62.8,61.0,2348,5.61,5.57,3.51
4796,4797,0.75,Ideal,D,VS1,62.4,54.0,3696,5.86,5.84,3.65
3757,3758,1.02,Ideal,E,SI2,62.3,56.0,3455,6.42,6.37,3.98
8815,8816,1.02,Very Good,H,SI1,61.9,61.0,4476,6.34,6.42,3.95
12029,12030,0.73,Ideal,F,VVS1,61.9,56.0,5154,5.75,5.79,3.57
21613,21614,1.22,Very Good,G,VVS2,59.3,58.0,9706,6.97,6.99,4.14
41654,41655,0.58,Very Good,H,SI1,59.7,57.0,1239,5.41,5.47,3.25
21557,21558,1.54,Premium,I,VS2,59.8,59.0,9659,7.61,7.53,4.53
51043,51044,0.7,Good,H,VS2,63.9,59.0,2330,5.6,5.64,3.59
26280,26281,2.11,Ideal,J,VS1,61.8,56.2,15766,8.2,8.23,5.07
8742,8743,0.9,Very Good,E,SI1,61.6,57.0,4463,6.19,6.25,3.83
7420,7421,1.0,Premium,G,SI2,62.9,60.0,4227,6.35,6.3,3.98
35767,35768,0.4,Ideal,E,VS2,62.6,57.0,912,4.7,4.73,2.95
50741,50742,0.71,Premium,F,SI1,60.4,58.0,2297,5.8,5.83,3.51
18025,18026,1.5,Premium,H,SI2,62.3,59.0,7291,7.27,7.21,4.52
28292,28293,0.24,Ideal,I,VS1,62.0,56.0,432,4.0,4.01,2.48
5781,5782,0.9,Very Good,E,SI2,62.6,58.0,3902,6.1,6.16,3.84
21276,21277,1.27,Ideal,G,VS1,59.6,57.0,9431,7.09,7.06,4.22
46543,46544,0.51,Premium,E,VS2,61.7,58.0,1781,5.15,5.12,3.17
48764,48765,1.01,Premium,I,I1,59.2,57.0,2017,6.58,6.44,3.85
30896,30897,0.41,Ideal,D,SI1,61.7,56.0,744,4.77,4.8,2.95
4762,4763,0.9,Fair,D,SI1,64.5,61.0,3689,6.05,6.01,3.89
51090,51091,0.73,Premium,E,SI2,60.6,59.0,2335,5.85,5.8,3.53
53382,53383,0.71,Very Good,F,VS2,62.2,56.0,2662,5.7,5.72,3.55
33878,33879,0.3,Ideal,E,VS2,62.1,55.0,844,4.33,4.3,2.68
8283,8284,0.9,Good,D,SI2,62.2,63.0,4382,6.14,6.23,3.85
36105,36106,0.42,Very Good,F,SI1,63.4,56.0,926,4.78,4.75,3.02
27838,27839,0.4,Ideal,G,SI2,60.6,56.0,651,4.82,4.79,2.91
18571,18572,1.01,Very Good,D,VS1,63.1,58.0,7575,6.34,6.3,3.99
23739,23740,1.58,Premium,G,VS2,58.2,58.0,11786,7.68,7.64,4.46
34449,34450,0.4,Premium,G,SI1,61.7,61.0,864,4.68,4.63,2.87
48810,48811,0.76,Ideal,J,VS2,61.8,54.0,2026,5.87,5.91,3.64
52900,52901,0.73,Ideal,G,VS2,62.5,56.0,2586,5.78,5.74,3.6
35836,35837,0.43,Ideal,I,VVS1,61.1,57.0,916,4.86,4.9,2.98
19786,19787,1.64,Very Good,F,SI2,63.2,57.0,8357,7.56,7.47,4.75
26377,26378,2.0,Very Good,F,SI1,63.3,56.0,15851,8.0,7.93,5.04
17828,17829,1.31,Very Good,H,SI1,60.3,58.0,7189,7.02,7.1,4.26
12844,12845,1.25,Ideal,G,SI2,61.6,57.0,5355,6.98,6.91,4.28
13771,13772,1.05,Very Good,H,VS2,63.3,56.0,5614,6.48,6.41,4.08
46541,46542,0.51,Premium,E,VS2,61.3,58.0,1781,5.15,5.13,3.15
40496,40497,0.42,Ideal,F,VVS2,61.7,57.0,1142,4.78,4.81,2.96
2070,2071,0.76,Premium,E,VS2,63.0,59.0,3107,5.79,5.76,3.64
43343,43344,0.51,Ideal,F,SI1,62.9,56.0,1406,5.1,5.05,3.19
15783,15784,1.45,Very Good,J,SI1,62.4,57.0,6316,7.16,7.23,4.49
26247,26248,2.0,Very Good,H,SI2,63.0,59.0,15694,7.94,8.07,5.04
26996,26997,1.93,Premium,H,VS1,60.5,60.0,17096,8.06,7.98,4.85
46460,46461,0.6,Ideal,D,SI1,61.1,57.0,1774,5.39,5.51,3.33
11609,11610,1.05,Very Good,H,SI1,60.2,62.0,5047,6.52,6.57,3.94
33962,33963,0.4,Very Good,D,VS2,62.4,60.0,845,4.66,4.67,2.91
11387,11388,0.34,Ideal,H,VS1,62.7,55.0,596,4.48,4.51,2.82
26208,26209,1.89,Very Good,D,SI2,62.7,58.0,15594,7.75,7.81,4.88
18441,18442,1.11,Very Good,G,VS1,61.5,57.6,7503,6.66,6.7,4.11
9274,9275,1.04,Very Good,H,SI1,62.8,57.0,4564,6.44,6.48,4.06
1691,1692,0.7,Good,D,VS2,64.1,59.0,3033,5.56,5.49,3.54
7921,7922,1.0,Very Good,H,SI2,61.7,55.0,4316,6.4,6.46,3.97
9534,9535,1.01,Very Good,F,SI1,63.0,58.0,4619,6.31,6.39,4.0
40598,40599,0.3,Premium,G,SI1,62.5,61.0,497,4.29,4.26,2.67
1693,1694,0.7,Good,D,VS2,63.9,58.0,3033,5.62,5.58,3.58
24761,24762,2.02,Premium,I,SI2,58.0,58.0,13117,8.34,8.25,4.81
356,357,0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16
995,996,0.54,Ideal,D,VVS2,61.4,52.0,2897,5.3,5.34,3.26
46865,46866,0.53,Premium,G,VS1,62.4,58.0,1813,5.2,5.16,3.23
14912,14913,2.03,Fair,H,I1,64.4,59.0,6002,7.91,7.85,5.07
24571,24572,1.5,Good,E,SI1,64.2,55.0,12870,7.22,7.17,4.62
34857,34858,0.3,Premium,G,VVS2,62.6,58.0,878,4.29,4.27,2.68
31263,31264,0.32,Premium,E,SI2,61.7,60.0,449,4.38,4.41,2.71
51267,51268,0.7,Fair,D,SI2,58.1,60.0,2358,5.79,5.82,3.37
49359,49360,0.51,Ideal,F,VVS2,61.9,56.0,2098,5.09,5.14,3.16
12369,12370,0.26,Ideal,E,VVS2,61.6,57.0,597,4.13,4.18,2.56
11013,11014,1.01,Ideal,D,SI2,61.3,54.0,4916,6.47,6.52,3.99
23844,23845,1.6,Premium,G,SI1,62.2,58.0,11926,7.5,7.44,4.65
27455,27456,1.14,Very Good,D,IF,59.1,58.0,18112,6.83,6.9,4.06
39513,39514,0.32,Premium,E,VVS2,59.9,58.0,1080,4.5,4.45,2.68
9573,9574,1.0,Premium,D,SI2,58.3,61.0,4626,6.59,6.54,3.83
18559,18560,1.3,Very Good,F,SI1,61.5,58.0,7567,6.99,7.06,4.32
45376,45377,0.7,Very Good,J,SI1,61.9,58.0,1666,5.64,5.67,3.5
26214,26215,1.56,Ideal,G,VVS2,62.3,54.0,15609,7.41,7.45,4.63
25129,25130,1.7,Ideal,H,VS2,62.4,57.0,13681,7.61,7.56,4.73
47422,47423,0.7,Good,F,SI2,64.3,57.0,1851,5.6,5.53,3.58
40430,40431,0.47,Ideal,H,VS2,61.7,57.0,1136,4.99,5.03,3.09
44823,44824,0.53,Ideal,F,VS1,61.5,56.0,1624,5.21,5.25,3.22
17217,17218,1.08,Ideal,F,SI1,61.8,55.0,6884,6.58,6.63,4.08
35750,35751,0.3,Premium,D,VS2,62.9,58.0,911,4.26,4.23,2.67
21465,21466,1.53,Ideal,H,SI2,61.2,56.0,9562,7.46,7.43,4.56
26980,26981,2.05,Premium,E,SI2,58.6,59.0,17066,8.43,8.36,4.92
5584,5585,1.12,Very Good,E,SI2,60.9,63.0,3864,6.65,6.59,4.03
13680,13681,1.19,Ideal,E,SI2,61.9,56.0,5598,6.84,6.8,4.22
53861,53862,0.71,Premium,D,SI1,60.5,59.0,2743,5.81,5.79,3.51
53371,53372,0.61,Ideal,G,IF,62.3,56.0,2659,5.42,5.46,3.39
6831,6832,1.09,Premium,I,SI2,61.3,55.0,4120,6.66,6.62,4.07
21237,21238,1.71,Premium,I,VS2,62.4,61.0,9384,7.67,7.59,4.76
20494,20495,1.84,Ideal,J,VS1,62.4,56.0,8828,7.84,7.8,4.89
17892,17893,1.24,Ideal,H,VS1,63.0,56.0,7222,6.87,6.82,4.31
9816,9817,1.09,Ideal,G,SI2,62.1,56.0,4670,6.66,6.59,4.12
33936,33937,0.3,Ideal,J,VVS1,60.4,57.0,464,4.36,4.38,2.64
20188,20189,1.51,Very Good,G,SI2,60.5,54.6,8637,7.36,7.4,4.46
27098,27099,2.05,Premium,E,SI2,59.7,59.0,17237,8.39,8.27,4.97
20228,20229,1.21,Premium,F,VS2,61.6,58.0,8660,6.88,6.79,4.21
53824,53825,0.7,Very Good,F,VS2,61.6,60.0,2737,5.59,5.65,3.46
53412,53413,0.77,Very Good,G,SI1,63.0,59.0,2670,5.82,5.84,3.67
45372,45373,0.5,Good,G,VVS2,64.1,56.0,1666,5.02,5.06,3.23
14930,14931,1.22,Premium,E,SI2,61.5,58.0,6012,6.84,6.86,4.21
3398,3399,0.3,Ideal,F,VS2,62.6,54.0,567,4.3,4.33,2.7
27040,27041,0.32,Ideal,H,VVS2,62.0,55.0,645,4.39,4.42,2.73
36705,36706,0.46,Ideal,I,VS2,62.3,59.0,952,4.95,4.91,3.07
49565,49566,0.6,Ideal,G,VS1,61.6,56.0,2131,5.44,5.47,3.36
11274,11275,1.11,Premium,H,SI2,61.9,59.0,4973,6.6,6.56,4.07
1760,1761,0.78,Very Good,F,SI1,62.4,58.0,3045,5.83,5.86,3.65
12972,12973,1.01,Very Good,H,VS2,61.6,57.0,5393,6.41,6.44,3.96
4080,4081,0.91,Very Good,G,SI2,60.0,57.0,3531,6.27,6.32,3.78
21016,21017,1.23,Ideal,G,VS1,62.1,57.0,9230,6.87,6.79,4.24
